,0,1,2
12,person1642_virus_2842.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1218, 31, 56, 17], [11, 31, 56, 17], [1212, 8, 68, 17], [5, 8, 68, 17]]",text
13,person624_virus_1198.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1242, 31, 57, 21], [11, 31, 57, 21], [1236, 8, 78, 17], [5, 8, 78, 17]]",text
14,person1248_virus_2117.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [52, 68, 22, 17], [0, 68, 45, 21], [994, 31, 94, 17], [11, 31, 107, 17], [988, 8, 55, 21], [5, 8, 55, 21]]",text
15,IM-0011-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1768, 31, 68, 17], [10, 31, 68, 17], [1763, 8, 84, 17], [5, 8, 84, 17]]",text
16,IM-0409-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 83, 21], [996, 31, 76, 17], [11, 31, 76, 17], [990, 8, 77, 21], [5, 8, 77, 21]]",text
17,NORMAL2-IM-0965-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1406, 31, 57, 21], [11, 31, 57, 21], [1400, 8, 83, 21], [5, 8, 83, 21]]",text
18,NORMAL2-IM-0079-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [2250, 31, 78, 17], [10, 31, 78, 17], [2244, 8, 49, 21], [0, 8, 53, 21]]",text
19,person17_bacteria_56.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1162, 31, 58, 17], [11, 31, 58, 17], [1156, 8, 43, 17], [5, 8, 43, 17]]",text
20,person1481_bacteria_3868.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1257, 31, 51, 17], [10, 31, 51, 17], [1252, 8, 46, 17], [5, 8, 46, 17]]",text
21,IM-0219-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1498, 31, 51, 17], [11, 31, 51, 17], [1492, 8, 63, 17], [5, 8, 63, 17]]",text
22,person1137_virus_1876.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1710, 31, 73, 17], [11, 31, 73, 17], [1704, 8, 58, 17], [5, 8, 58, 17]]",text
23,NORMAL2-IM-0445-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1688, 31, 51, 21], [11, 31, 51, 21], [1682, 8, 73, 17], [5, 8, 73, 17]]",text
24,NORMAL2-IM-0440-0001.jpeg,"[[6, 143, 118, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1421, 31, 64, 21], [10, 31, 64, 21], [1416, 8, 42, 17], [5, 8, 42, 17]]",text
25,person471_bacteria_2006.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1076, 31, 58, 17], [11, 31, 58, 17], [1070, 8, 42, 17], [5, 8, 42, 17]]",text
26,IM-0682-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1853, 31, 32, 17], [10, 31, 32, 17], [1847, 8, 68, 17], [0, 8, 72, 17]]",text
27,person423_bacteria_1857.jpeg,"[[6, 143, 120, 17], [5, 98, 58, 17], [52, 68, 22, 17], [0, 68, 45, 21], [930, 31, 76, 17], [11, 31, 76, 17], [925, 8, 76, 17], [6, 8, 76, 17]]",text
28,person421_bacteria_1852.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [980, 31, 47, 17], [11, 31, 47, 17], [974, 8, 69, 21], [5, 8, 69, 21]]",text
29,person1372_bacteria_3503.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1705, 31, 49, 17], [10, 31, 49, 17], [1700, 8, 52, 17], [5, 8, 52, 17]]",text
30,person263_virus_546.jpeg,"[[5, 143, 119, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1074, 31, 43, 17], [11, 31, 43, 17], [1068, 8, 62, 17], [5, 8, 62, 17]]",text
31,person525_virus_1046.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 85, 21], [978, 31, 74, 17], [12, 31, 73, 17], [972, 8, 60, 17], [5, 8, 60, 17]]",text
32,person79_virus_148.jpeg,"[[6, 143, 120, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1538, 31, 88, 17], [11, 31, 88, 17], [1532, 8, 65, 17], [5, 8, 65, 17]]",text
33,NORMAL2-IM-0241-0001.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [52, 68, 22, 17], [0, 68, 45, 21], [1153, 31, 47, 17], [10, 31, 47, 17], [1148, 8, 54, 17], [5, 8, 54, 17]]",text
34,person1709_bacteria_4522.jpeg,"[[6, 143, 120, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1194, 31, 60, 17], [11, 31, 60, 17], [1188, 8, 54, 21], [5, 8, 54, 21]]",text
35,person29_virus_64.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [930, 31, 61, 17], [11, 31, 61, 17], [924, 8, 64, 17], [5, 8, 64, 17]]",text
36,person963_virus_1636.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [662, 31, 73, 17], [11, 31, 73, 17], [656, 8, 49, 17], [5, 8, 49, 17]]",text
37,person281_bacteria_1330.jpeg,"[[5, 143, 119, 17], [5, 98, 58, 17], [0, 68, 83, 21], [914, 31, 64, 17], [11, 31, 64, 17], [909, 8, 51, 17], [6, 8, 51, 17]]",text
38,NORMAL2-IM-0007-0001.jpeg,"[[5, 143, 119, 17], [5, 98, 62, 17], [0, 68, 74, 21], [2071, 31, 72, 17], [11, 31, 72, 17], [2065, 8, 55, 17], [5, 8, 55, 17]]",text
39,IM-0103-0001.jpeg,"[[0, 143, 124, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1876, 31, 61, 21], [11, 31, 61, 21], [1869, 8, 70, 21], [0, 8, 74, 21]]",text
40,person118_bacteria_559.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [858, 31, 34, 17], [11, 31, 34, 17], [852, 8, 54, 17], [5, 8, 54, 17]]",text
41,person23_bacteria_90.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1066, 31, 74, 17], [11, 31, 74, 17], [1059, 8, 54, 17], [0, 8, 58, 17]]",text
42,person1706_bacteria_4516.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [52, 68, 20, 17], [0, 68, 45, 21], [367, 31, 46, 17], [11, 31, 46, 17], [361, 8, 80, 17], [5, 8, 80, 17]]",text
43,IM-0307-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1672, 31, 63, 17], [11, 31, 63, 17], [1666, 8, 72, 17], [5, 8, 72, 17]]",text
44,person1212_virus_2057.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [52, 68, 22, 17], [0, 68, 45, 21], [1274, 31, 56, 17], [11, 31, 56, 17], [1268, 8, 76, 17], [5, 8, 76, 17]]",text
45,person564_bacteria_2342.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [898, 31, 68, 17], [11, 31, 68, 17], [892, 8, 44, 17], [5, 8, 44, 17]]",text
46,person762_virus_1390.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1650, 31, 94, 21], [11, 31, 98, 21], [1644, 8, 38, 17], [5, 8, 38, 17]]",text
47,person1157_virus_1937.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1058, 31, 60, 21], [11, 31, 60, 21], [1052, 8, 43, 17], [5, 8, 43, 17]]",text
48,person1396_bacteria_3545.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1066, 31, 70, 17], [11, 31, 70, 17], [1060, 8, 46, 17], [5, 8, 46, 17]]",text
49,person52_bacteria_249.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1306, 31, 65, 17], [11, 31, 65, 17], [1300, 8, 40, 17], [5, 8, 40, 17]]",text
50,person653_bacteria_2545.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 72, 21], [1042, 31, 43, 17], [11, 31, 43, 17], [1036, 8, 43, 21], [5, 8, 43, 21]]",text
51,IM-0249-0001.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [2302, 31, 62, 17], [12, 31, 61, 17], [2295, 8, 35, 17], [0, 8, 39, 17]]",text
52,person489_virus_994.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 63, 21], [835, 31, 71, 21], [12, 31, 71, 21], [828, 8, 81, 21], [5, 8, 81, 21]]",text
53,person149_bacteria_713.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1130, 31, 58, 17], [11, 31, 58, 17], [1124, 8, 41, 17], [5, 8, 41, 17]]",text
54,person1546_bacteria_4044.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1122, 31, 52, 17], [11, 31, 52, 17], [1117, 8, 85, 17], [6, 8, 85, 17]]",text
55,person457_virus_944.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [929, 31, 65, 17], [11, 31, 65, 17], [923, 8, 54, 17], [5, 8, 54, 17]]",text
56,NORMAL2-IM-0654-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1576, 31, 94, 21], [11, 31, 111, 21], [1570, 8, 72, 21], [5, 8, 72, 21]]",text
57,IM-0644-0001-0002.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1381, 31, 68, 17], [10, 31, 68, 17], [1376, 8, 64, 17], [5, 8, 64, 17]]",text
58,IM-0206-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 85, 21], [946, 31, 71, 17], [11, 31, 71, 17], [940, 8, 72, 17], [5, 8, 72, 17]]",text
59,person896_virus_1548.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [906, 31, 41, 21], [11, 31, 41, 21], [899, 8, 53, 17], [0, 8, 57, 17]]",text
60,NORMAL2-IM-1010-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1626, 31, 89, 21], [11, 31, 89, 21], [1620, 8, 68, 17], [5, 8, 68, 17]]",text
61,NORMAL2-IM-0863-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1676, 31, 39, 17], [11, 31, 39, 17], [1670, 8, 84, 21], [5, 8, 84, 21]]",text
62,person684_virus_1275.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1162, 31, 69, 17], [11, 31, 69, 17], [1156, 8, 53, 21], [5, 8, 53, 21]]",text
63,person1441_bacteria_3724.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1482, 31, 61, 17], [11, 31, 61, 17], [1476, 8, 39, 17], [5, 8, 39, 17]]",text
64,person53_bacteria_253.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [922, 31, 73, 17], [11, 31, 73, 17], [916, 8, 33, 17], [5, 8, 33, 17]]",text
65,person1414_virus_2424.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [970, 31, 48, 17], [11, 31, 48, 17], [965, 8, 51, 17], [6, 8, 51, 17]]",text
66,person1124_virus_1851.jpeg,"[[5, 143, 119, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1426, 31, 53, 17], [11, 31, 53, 17], [1420, 8, 83, 21], [5, 8, 83, 21]]",text
67,person1072_bacteria_3007.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [978, 31, 94, 17], [11, 31, 112, 17], [972, 8, 58, 17], [5, 8, 58, 17]]",text
68,person826_bacteria_2737.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1058, 31, 65, 21], [11, 31, 65, 21], [1052, 8, 46, 17], [5, 8, 46, 17]]",text
69,person1131_bacteria_3073.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [626, 31, 73, 17], [11, 31, 73, 17], [620, 8, 57, 17], [5, 8, 57, 17]]",text
70,person35_virus_80.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1458, 31, 61, 17], [11, 31, 61, 17], [1452, 8, 64, 17], [5, 8, 64, 17]]",text
71,person410_bacteria_1825.jpeg,"[[6, 143, 118, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1011, 31, 55, 17], [11, 31, 54, 17], [1006, 8, 52, 17], [5, 8, 52, 17]]",text
72,person733_bacteria_2635.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1123, 31, 71, 17], [12, 31, 71, 17], [1116, 8, 49, 17], [5, 8, 49, 17]]",text
73,person1644_bacteria_4357.jpeg,"[[6, 143, 118, 17], [5, 98, 58, 17], [0, 68, 72, 21], [552, 31, 71, 21], [12, 31, 71, 21], [544, 8, 49, 21], [0, 8, 53, 21]]",text
74,NORMAL2-IM-1134-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1630, 31, 28, 17], [11, 31, 28, 17], [1624, 8, 49, 21], [5, 8, 49, 21]]",text
75,person75_bacteria_366.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [52, 68, 20, 17], [0, 68, 45, 21], [922, 31, 34, 17], [12, 31, 33, 17], [916, 8, 45, 17], [5, 8, 45, 17]]",text
76,person755_virus_1382.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [2002, 31, 51, 17], [11, 31, 51, 17], [1996, 8, 43, 17], [5, 8, 43, 17]]",text
77,person1656_virus_2862.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1066, 31, 34, 17], [11, 31, 34, 17], [1060, 8, 50, 21], [5, 8, 50, 21]]",text
78,person1340_virus_2311.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [937, 31, 56, 21], [10, 31, 56, 21], [933, 8, 58, 21], [6, 8, 58, 21]]",text
79,NORMAL2-IM-0464-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 72, 21], [1568, 31, 66, 17], [11, 31, 66, 17], [1562, 8, 81, 17], [5, 8, 81, 17]]",text
80,person296_virus_613.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [362, 31, 58, 21], [11, 31, 58, 21], [355, 8, 49, 17], [0, 8, 53, 17]]",text
81,person939_bacteria_2864.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [850, 31, 39, 17], [11, 31, 39, 17], [843, 8, 66, 21], [0, 8, 70, 21]]",text
82,person851_virus_1496.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1338, 31, 60, 17], [12, 31, 59, 17], [1331, 8, 88, 21], [0, 8, 92, 21]]",text
83,NORMAL2-IM-0780-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1615, 31, 59, 17], [11, 31, 59, 17], [1610, 8, 59, 17], [6, 8, 59, 17]]",text
84,IM-0624-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1536, 31, 66, 21], [11, 31, 66, 21], [1530, 8, 64, 17], [5, 8, 64, 17]]",text
85,person64_bacteria_317.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [734, 31, 58, 17], [11, 31, 58, 17], [727, 8, 43, 17], [0, 8, 47, 17]]",text
86,person804_bacteria_2711.jpeg,"[[5, 143, 119, 17], [5, 98, 62, 17], [0, 68, 72, 21], [970, 31, 65, 17], [11, 31, 65, 17], [964, 8, 73, 17], [5, 8, 73, 17]]",text
87,person867_bacteria_2789.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1009, 31, 57, 21], [10, 31, 57, 21], [1003, 8, 76, 17], [0, 8, 80, 17]]",text
88,person458_bacteria_1950.jpeg,"[[6, 143, 120, 17], [5, 98, 62, 17], [0, 68, 85, 21], [922, 31, 83, 17], [11, 31, 83, 17], [915, 8, 55, 17], [0, 8, 59, 17]]",text
89,person981_bacteria_2908.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1234, 31, 44, 17], [11, 31, 44, 17], [1228, 8, 48, 17], [5, 8, 48, 17]]",text
90,person700_bacteria_2599.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1182, 31, 87, 21], [11, 31, 87, 21], [1176, 8, 47, 17], [5, 8, 47, 17]]",text
91,person1018_bacteria_2949.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [897, 31, 95, 17], [10, 31, 97, 17], [892, 8, 58, 21], [5, 8, 58, 21]]",text
92,person1497_bacteria_3912.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [761, 31, 76, 17], [10, 31, 76, 17], [756, 8, 63, 21], [5, 8, 63, 21]]",text
93,person64_bacteria_318.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 63, 21], [752, 31, 69, 21], [11, 31, 69, 21], [746, 8, 40, 17], [5, 8, 40, 17]]",text
94,NORMAL2-IM-0567-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1868, 31, 60, 17], [11, 31, 60, 17], [1862, 8, 36, 17], [5, 8, 36, 17]]",text
95,NORMAL2-IM-0217-0001.jpeg,"[[6, 143, 118, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1314, 31, 47, 17], [11, 31, 47, 17], [1308, 8, 63, 17], [5, 8, 63, 17]]",text
96,person1320_bacteria_3350.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1450, 31, 53, 17], [11, 31, 53, 17], [1444, 8, 50, 21], [5, 8, 50, 21]]",text
97,person991_virus_1669.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1218, 31, 44, 17], [12, 31, 43, 17], [1212, 8, 58, 17], [5, 8, 58, 17]]",text
98,person138_virus_282.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [834, 31, 53, 17], [11, 31, 53, 17], [828, 8, 62, 17], [5, 8, 62, 17]]",text
99,NORMAL2-IM-0456-0001.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1274, 31, 58, 17], [11, 31, 58, 17], [1267, 8, 46, 17], [0, 8, 50, 17]]",text
100,NORMAL2-IM-1016-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1364, 31, 78, 17], [11, 31, 78, 17], [1358, 8, 64, 17], [5, 8, 64, 17]]",text
101,person371_bacteria_1702.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 83, 21], [810, 31, 66, 17], [11, 31, 66, 17], [804, 8, 35, 17], [5, 8, 35, 17]]",text
102,person30_bacteria_152.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [0, 68, 74, 21], [938, 31, 64, 17], [11, 31, 64, 17], [932, 8, 49, 21], [5, 8, 49, 21]]",text
103,IM-0643-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [2254, 31, 68, 17], [11, 31, 68, 17], [2248, 8, 40, 17], [5, 8, 40, 17]]",text
104,person1488_virus_2593.jpeg,"[[6, 143, 120, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1660, 31, 46, 17], [11, 31, 46, 17], [1654, 8, 58, 17], [5, 8, 58, 17]]",text
105,person1411_bacteria_3591.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1578, 31, 42, 17], [11, 31, 42, 17], [1571, 8, 101, 17], [0, 8, 101, 17]]",text
106,NORMAL2-IM-0543-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1316, 31, 73, 17], [11, 31, 73, 17], [1310, 8, 64, 21], [5, 8, 64, 21]]",text
107,person550_virus_1090.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1569, 31, 73, 17], [10, 31, 73, 17], [1564, 8, 59, 17], [5, 8, 59, 17]]",text
108,person620_virus_1192.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1322, 31, 47, 21], [11, 31, 47, 21], [1316, 8, 79, 17], [5, 8, 79, 17]]",text
109,person319_bacteria_1478.jpeg,"[[0, 143, 126, 17], [5, 98, 62, 17], [0, 68, 74, 21], [858, 31, 36, 17], [11, 31, 36, 17], [851, 8, 51, 17], [0, 8, 55, 17]]",text
110,person1597_bacteria_4188.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [52, 68, 20, 17], [0, 68, 45, 21], [1762, 31, 44, 21], [12, 31, 43, 21], [1755, 8, 77, 17], [0, 8, 81, 17]]",text
111,person111_bacteria_537.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 74, 21], [1036, 31, 74, 17], [11, 31, 74, 17], [1030, 8, 33, 17], [5, 8, 33, 17]]",text
112,person95_virus_177.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1468, 31, 49, 21], [11, 31, 49, 21], [1462, 8, 84, 17], [5, 8, 84, 17]]",text
113,IM-0565-0001.jpeg,"[[6, 143, 120, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1845, 31, 49, 21], [10, 31, 49, 21], [1840, 8, 41, 21], [5, 8, 41, 21]]",text
114,person764_bacteria_2668.jpeg,"[[5, 143, 121, 17], [5, 98, 62, 17], [0, 68, 85, 21], [922, 31, 43, 17], [11, 31, 43, 17], [916, 8, 48, 21], [5, 8, 48, 21]]",text
115,person1722_bacteria_4547.jpeg,"[[5, 143, 119, 17], [5, 98, 62, 17], [0, 68, 85, 21], [321, 31, 81, 17], [12, 31, 80, 17], [316, 8, 59, 17], [6, 8, 59, 17]]",text
116,person30_bacteria_147.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [938, 31, 82, 21], [11, 31, 82, 21], [932, 8, 79, 17], [5, 8, 79, 17]]",text
117,NORMAL2-IM-1245-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 63, 21], [1328, 31, 53, 21], [11, 31, 53, 21], [1321, 8, 73, 17], [0, 8, 77, 17]]",text
118,NORMAL2-IM-0238-0001.jpeg,"[[6, 143, 118, 17], [5, 98, 62, 17], [0, 68, 85, 21], [1345, 31, 64, 21], [10, 31, 64, 21], [1341, 8, 99, 17], [6, 8, 99, 17]]",text
119,NORMAL2-IM-0458-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1463, 31, 59, 17], [10, 31, 59, 17], [1458, 8, 50, 17], [5, 8, 50, 17]]",text
120,person719_virus_1338.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [639, 31, 65, 17], [10, 31, 65, 17], [634, 8, 63, 17], [5, 8, 63, 17]]",text
121,person1649_bacteria_4378.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 72, 21], [938, 31, 69, 21], [11, 31, 69, 21], [931, 8, 53, 21], [0, 8, 57, 21]]",text
122,person1411_bacteria_3607.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1722, 31, 65, 17], [11, 31, 65, 17], [1715, 8, 69, 21], [0, 8, 73, 21]]",text
123,person78_bacteria_385.jpeg,"[[0, 143, 124, 17], [5, 98, 62, 17], [0, 68, 63, 21], [842, 31, 65, 21], [11, 31, 65, 21], [836, 8, 34, 17], [5, 8, 34, 17]]",text
124,IM-0276-0001.jpeg,"[[5, 143, 121, 17], [5, 98, 58, 17], [0, 68, 74, 21], [1734, 31, 46, 21], [11, 31, 46, 21], [1728, 8, 57, 17], [5, 8, 57, 17]]",text
125,person1315_virus_2270.jpeg,"[[0, 143, 126, 17], [5, 98, 58, 17], [0, 68, 85, 21], [1626, 31, 89, 17], [11, 31, 89, 17], [1620, 8, 91, 17], [5, 8, 91, 17]]",text
